TenX.HP2_alt_reason_orientation,0.0
TenX.HP1_alt_reason_orientation,0.0
Ill250.ref_reason_orientation,0.0
Ill300x.amb_reason_alignmentScore_orientation,0.0
Ill250.amb_reason_insertSizeScore_alignmentScore,0.0
TenX.HP1_amb_reason_insertSizeScore_alignmentScore,0.0
TenX.HP1_ref_reason_orientation,0.0
IllMP.amb_reason_insertSizeScore_insertSizeScore,0.0
TenX.HP2_amb_reason_alignmentScore_orientation,0.0
IllMP.ref_reason_insertSizeScore,0.0
TenX.HP2_ref_reason_orientation,0.0
Ill250.alt_reason_orientation,0.0
IllMP.alt_reason_orientation,0.0
refN_cnt,0.0
refN_pct,0.0
Ill300x.ref_reason_insertSizeScore,0.0
Ill300x.amb_reason_insertSizeScore_insertSizeScore,0.0
TenX.HP2_amb_reason_insertSizeScore_alignmentScore,0.0
TenX.HP1_amb_reason_alignmentScore_orientation,6.631775475393214e-06
Ill250.amb_reason_alignmentScore_orientation,7.708824571540818e-06
TenX.HP2_alt_reason_insertSizeScore,1.144336216878959e-05
Ill300x.ref_reason_orientation,1.321535655897287e-05
IllMP.amb_reason_insertSizeScore_alignmentScore,1.333866973141487e-05
IllMP.ref_reason_orientation,1.35220091700359e-05
Ill300x.amb_reason_insertSizeScore_alignmentScore,2.49192157815077e-05
segdup_cnt,2.527213754804477e-05
TenX.HP1_alt_reason_insertSizeScore,3.227548025195193e-05
Ill250.alt_reason_insertSizeScore,4.5181764173398794e-05
Ill250.amb_reason_orientation_alignmentScore,4.623889628179673e-05
IllMP.alt_reason_insertSizeScore,5.138489577140741e-05
IllMP.amb_reason_alignmentScore_orientation,8.144245758919695e-05
segdup_pct,9.335718655045429e-05
tandemrep_cnt,9.743196945381555e-05
Ill300x.alt_reason_orientation,9.90793054471664e-05
pacbio.amb_reason_multimapping,0.00010465311366079646
IllMP.amb_reason_orientation_alignmentScore,0.00012498613902862314
tandemrep_pct,0.00013835807728041535
TenX.HP1_amb_reason_orientation_alignmentScore,0.00014339848673814118
Ill250.amb_reason_same_scores,0.0001435871839990639
Ill300x.amb_reason_orientation_alignmentScore,0.00014415449916529145
Size,0.00014559881314800342
Ill300x.alt_reason_insertSizeScore,0.00016960247441573094
TenX.HP1_amb_reason_same_scores,0.0002214590272535303
IllMP.amb_insertSize_std,0.000231037369443162
Ill250.amb_reason_orientation_orientation,0.0002355576751544218
IllMP.amb_reason_orientation_orientation,0.000244523734887126
pacbio.amb_insertSize_mean,0.0002577822787159593
TenX.HP1_amb_reason_orientation_orientation,0.0002677418831202153
Ill250.amb_reason_flanking,0.00028836473272098663
TenX.HP1_amb_alnScore_std,0.0002959895942154162
pacbio.amb_insertSize_std,0.0002974116991868805
Ill250.amb_alnScore_std,0.0003026403198106417
pacbio.amb_reason_same_scores,0.0003081440716455398
Ill300x.amb_reason_flanking,0.00030984030843626283
Ill250.amb_insertSize_std,0.00031053333092758556
TenX.HP1_amb_insertSize_std,0.0003175563949357885
TenX.HP2_amb_alnScore_mean,0.0003250739659864218
TenX.HP2_amb_alnScore_std,0.00034082976004553715
Ill300x.amb_reason_same_scores,0.0003532873906666143
Ill250.amb_count,0.0003561829473066676
TenX.HP1_amb_count,0.0003615202882253127
Ill300x.amb_alnScore_std,0.0003820212592589701
TenX.HP2_amb_reason_alignmentScore_alignmentScore,0.00038390103024921
IllMP.amb_insertSize_mean,0.00038442781798960434
IllMP.amb_reason_same_scores,0.00039286057914556785
TenX.HP2_amb_reason_orientation_orientation,0.0004012714752715188
Ill250.amb_alnScore_mean,0.0004065880166038723
Ill300x.amb_insertSize_std,0.0004154628266093389
Ill250.amb_insertSize_mean,0.0004286687113657425
Ill300x.amb_alnScore_mean,0.0004337245902656485
TenX.HP1_amb_alnScore_mean,0.000435212658537824
TenX.HP2_amb_reason_orientation_alignmentScore,0.0004400799900745142
TenX.HP2_amb_reason_flanking,0.0004512134530883732
Ill250.amb_reason_alignmentScore_alignmentScore,0.00046103451639660465
TenX.HP2_ref_alnScore_mean,0.00046605316704591916
